f_monthly_income,f_income_variance,f_savings_balance,f_months_active,f_income_stability,f_savings_ratio,f_liquidity_buffer,f_total_credits,f_total_debits,f_total_transactions,f_avg_credit_amount,f_avg_debit_amount,f_recurring_ratio,f_net_cashflow,f_credit_debit_ratio,f_gpa,f_attendance_rate,f_platform_rating,f_avg_weekly_hours,f_business_years,f_avg_daily_revenue,f_land_size_acres,f_subsidy_amount,f_seasonality_index,f_is_student,f_is_gig,f_is_shopkeeper,f_is_rural,stability_adjusted_income,income_risk_index,missed_payment_proxy,net_cashflow_ratio,profile_income_signal,profile_rating_signal,transaction_density,defaulted,_profile
4381.687544629493,5387.785591851773,7700.328827901616,17.0,0.00018557056742284778,1.7573888483535722,1.7573888483535722,7650.461287934144,35432.901221684726,147.0,104.08790867937611,482.08028873040445,0.5382817801565424,-27782.439933750582,0.21591405231170027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8131122439265196,4380.874432385566,377.99238005102836,-3.631472520169131,0.0,0.0,8.647058823529411,1,salaried
0.0,365.2628546039529,26484.27891889395,48.0,0.0027302795995551316,26484.27891889395,26484.27891889395,36175.915851498095,27656.70595850628,467.0,154.92897580941369,118.44413686726459,0.7990321045350667,8519.209892991814,1.3080341493225294,3.6752797466671527,0.5560660268193626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2354939658739565,3.6752797466671527,4.231345773486515,9.729166666666666,0,student
0.0,2498.718664976054,31239.811256147445,56.0,0.00040004501866996284,31239.811256147445,31239.811256147445,63322.34005933104,27914.50093801542,238.0,532.1205047002609,234.57563813458336,0.8074942781438063,35407.83912131563,2.2684389092228185,3.8191672749844026,0.9463164150363839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559168203325076,3.8191672749844026,4.765483690020787,4.25,0,student
11013.25795867969,2360.5353434769486,35891.69842724115,35.0,0.00042345332783699715,3.2589537593600486,3.2589537593600486,47718.50658026428,14443.03144541294,407.0,234.4889758243945,70.97312749588669,0.6726127043558886,33275.47513485134,3.3039121157227362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.663600732930209,11008.594357946758,0.0,0.6973285108761895,0.0,0.0,11.628571428571428,0,salaried
11298.703434805098,2251.820710868599,46039.81962894127,56.0,0.00044388796461944786,4.074787863456782,4.074787863456782,44226.36339434611,6387.654079058339,469.0,188.5985645814333,27.23946302370294,0.4042206930072575,37838.70931528777,6.923725494049594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0153584705144,11293.688076334583,0.0,0.8555690862008578,0.0,0.0,8.375,0,salaried
0.0,4952.53091032398,5318.366466775467,17.0,0.00020187620065433207,5318.366466775467,5318.366466775467,19220.29011160305,36293.91486053448,75.0,512.5410696427481,967.8377296142528,0.7601811646632209,-17073.62474893143,0.5295733509449249,2.2339323595093514,0.21769123810279128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,455.2966599715047,-0.888312541059112,2.2339323595093514,2.4516235976121425,4.411764705882353,1,student
3204.7915063789897,2501.005492555569,7224.081970533516,10.0,0.0003996793783928075,2.2541503733251647,2.2541503733251647,26211.53724304063,21021.44406790855,72.0,728.0982567511287,583.9290018863486,0.10886591800797736,5190.093175132082,1.2468951780080277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2808890771481036,3203.5106173018416,0.0,0.1980079659963512,0.0,0.0,7.2,1,salaried
7406.9324654034135,1387.0686013160039,19000.59134041988,29.0,0.0007204254883742181,2.565244307163401,2.565244307163401,39958.02601095365,15856.105849459575,349.0,228.9858224123418,90.86593610005487,0.7963728470510306,24101.920161494072,2.5200403169808268,0.0,0.0,4.685288049800767,26.356012777539526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.336142938743106,7401.59632246467,0.0,0.6031809518039515,4.685288049800767,31.041300827340294,12.03448275862069,0,gig
0.0,3022.0224222655424,695.7976807381916,18.0,0.00033079476772473635,695.7976807381916,695.7976807381916,3729.752082429216,18778.391737840808,124.0,60.157291652084126,302.87728609420657,0.09120763835062623,-15048.639655411593,0.19861935646561782,2.0101886723900773,0.5064004420396307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,242.71999444212244,-4.0347560167083,2.0101886723900773,2.516589114429708,6.888888888888889,1,student
4044.795510913925,1298.726804669063,42264.49313411597,41.0,0.0007693924572515225,10.449105033882484,10.449105033882484,26130.01546832352,21110.806259727913,236.0,221.44080905358916,178.90513779430435,0.8428255805758318,5019.2092085956065,1.2377554484108224,0.0,0.0,0.0,0.0,15.0,14688.123874370103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.1120351572219924,4041.6834757567035,0.0,0.1920859639245225,14688.123874370103,0.0,5.7560975609756095,0,shopkeeper
2108.7686783003546,7041.593282383288,9228.360372484678,22.0,0.00014199314938453884,4.376184295340843,4.376184295340843,17395.288936838726,15326.596256157554,43.0,809.0832063645919,712.864942146863,0.3913699402750642,2068.6926806811716,1.1349740442108966,0.0,0.0,3.034871637057317,13.040130956146049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29943070595533877,2108.4692475943993,0.0,0.11892258232631107,3.034871637057317,16.075002593203365,1.9545454545454546,1,gig
11973.336305136138,1680.8949010598762,43829.135099479834,13.0,0.0005945674723015285,3.6605615997504963,3.6605615997504963,26449.791649269075,13425.61642489639,470.0,112.5523048905067,57.13028265913358,0.7193626768157388,13024.175224372684,1.9700988626653093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.118956301960916,11966.217348834176,0.0,0.49241125968312116,0.0,0.0,36.15384615384615,0,salaried
8229.526960816715,897.1347161231512,41669.65366323681,31.0,0.0011134187133045653,5.06343242590233,5.06343242590233,41721.89853796123,49042.102206043695,61.0,1367.9310996052861,1607.9377772473342,0.6324253516430349,-7320.203668082468,0.850736340026216,0.0,0.0,0.0,0.0,14.0,13216.039836916798,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.162909319817777,8220.364051496896,240.0066776420481,-0.17545231460217667,13216.039836916798,0.0,1.967741935483871,0,shopkeeper
7106.06956009961,1231.0776407045187,17435.62678705417,14.0,0.0008116371622718406,2.4536245584978156,2.4536245584978156,56378.37042803265,7783.766385273035,455.0,247.81701287047318,34.21435773746389,0.7834072395256609,48594.604042759616,7.243070724052189,0.0,0.0,0.0,0.0,9.0,14128.371585184273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.767550132665554,7100.302009966944,0.0,0.8619370101303467,14128.371585184273,0.0,32.5,0,shopkeeper
0.0,6291.396979728628,6044.739325145255,8.0,0.00015892195028723808,6044.739325145255,6044.739325145255,3827.002331387487,16701.59734055441,31.0,246.90337621854755,1077.5224090680265,0.28965016690085466,-12874.595009166922,0.2291398992175948,2.4414301164815093,0.5037915489409887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,830.6190328494789,-3.3641461108018746,2.4414301164815093,2.945221665422498,3.875,1,student
2692.8477985873737,7867.991141370365,3825.1699897174585,16.0,0.00012708109362871294,1.420492458476147,1.420492458476147,16515.26372021687,13765.987523553093,71.0,465.2186963441372,387.7742964381153,0.11666772750813029,2749.2761966637772,1.1997151451691983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3422100432201556,2692.505588544154,0.0,0.16646880384345902,0.0,0.0,4.4375,1,salaried
6129.294546912094,2409.1244775604605,24357.85795572304,45.0,0.00041491632872514735,3.974006758737741,3.974006758737741,28466.13344350591,19288.1311754555,98.0,580.9414988470594,393.6353301113367,0.3818378014341187,9178.002268050412,1.4758367819340419,0.0,0.0,4.317472459148517,54.96457687957006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5431443910798315,6126.751402521014,0.0,0.3224182970358493,4.317472459148517,59.28204933871858,2.1777777777777776,0,gig
8017.06230907705,1793.0610636448007,7124.426405999431,17.0,0.0005573946284572988,0.888657981107748,0.888657981107748,57702.68747970354,16281.196269453518,451.0,255.8877493556698,72.20042691553667,0.40097356893405606,41421.491210250024,3.544130696831182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.468667467087016,8012.593641609963,0.0,0.7178433625785575,0.0,0.0,26.529411764705884,0,salaried
7454.784009077579,103.05699100213718,18657.350293510855,46.0,0.009610118362729337,2.502735192702039,2.502735192702039,37564.79794428668,16683.542618979543,251.0,299.3210991576628,132.93659457354218,0.6906106778931839,20881.255325307135,2.251607994908239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.64135669581746,7383.142652381762,0.0,0.5558729573436456,0.0,0.0,5.456521739130435,0,salaried
8360.277965944882,155.87075555740722,42626.863876839205,12.0,0.006374674466548659,5.098737631748288,5.098737631748288,58670.125821079426,49760.126898209455,462.0,253.98322866268148,215.41180475415348,0.25147972625929044,8909.99892286997,1.179059007246836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.2940504827582,8306.983915462124,0.0,0.15186602718463443,0.0,0.0,38.5,0,salaried
3962.2482192484536,7453.244339142375,894.3602913329019,8.0,0.00013415176032652719,0.22572040968764476,0.22572040968764476,29716.81720040579,20951.50702358252,45.0,1320.7474311291462,931.1780899370008,0.5158660714273989,8765.31017682327,1.418361799318648,0.0,0.0,0.0,0.0,1.0,1201.6221567974094,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5315425734628276,3961.716676674991,0.0,0.29496127117891946,1201.6221567974094,0.0,5.625,1,shopkeeper
5801.938421596896,1090.3482341092065,42425.23794169472,55.0,0.0009162978128756786,7.31225236444647,7.31225236444647,24612.230659252702,10377.97541884376,385.0,127.85574368442963,53.911560617370185,0.7431719547154125,14234.255240408942,2.3715830560326014,0.0,0.0,3.7035180165070534,34.204900745682394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.316303486148603,5796.622118110747,0.0,0.578340721630517,3.7035180165070534,37.90841876218945,7.0,0,gig
4221.313447250495,2114.730278109439,22853.445647206823,13.0,0.0004726500397269796,5.413823430262483,5.413823430262483,70669.64738466695,49202.5984234641,318.0,444.4631910985343,309.4503045500887,0.40043477244497694,21467.048961202854,1.436299090882271,0.0,0.0,4.3387816392030985,39.00663195852364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.9952039685429799,4219.318243281952,0.0,0.30376618188504667,4.3387816392030985,43.34541359772674,24.46153846153846,0,gig
4305.803562261926,515.2369827670288,7544.142485884906,24.0,0.0019370948486487787,1.752087009264727,1.752087009264727,22255.121381266483,15919.950799344537,140.0,317.930305446664,227.42786856206482,0.7640115304083188,6335.170581921946,1.397939080451353,0.0,0.0,0.0,0.0,18.0,13195.390768030687,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.340749899751138,4297.462812362175,0.0,0.2846612459842458,13195.390768030687,0.0,5.833333333333333,0,shopkeeper
0.0,133.18459372550046,28291.227980429332,18.0,0.00745242037283122,28291.227980429332,28291.227980429332,73929.57111732877,8264.616885150192,162.0,912.7107545349231,102.03230722407643,0.2991235515607494,65664.95423217858,8.945311336834612,3.564990268905142,0.5059192899245418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888209592450713,3.564990268905142,4.070909558829684,9.0,0,student
8563.863878435219,1031.3976402729095,21937.21289884208,39.0,0.0009686190291326651,2.561602240559016,2.561602240559016,78537.0884960019,6088.128330095798,292.0,537.925263671246,41.699509110245195,0.6877885826773112,72448.9601659061,12.900038277407024,0.0,0.0,3.7677390269409643,32.084495161846135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.295121515554222,8555.568756919663,0.0,0.9224808501730271,3.7677390269409643,35.8522341887871,7.487179487179487,0,gig
